PM10,NO2,NH3,CO,SO2,O3,Toluene,AQI,AQI_lag_1,PM10_lag_1,City_Aizawl,City_Amaravati,City_Amritsar,City_Bengaluru,City_Chandigarh,City_Chennai,City_Coimbatore,City_Delhi,City_Gurugram,City_Hyderabad,City_Jaipur,City_Kochi,City_Kolkata,City_Patna,City_Shillong,City_Talcher,City_Visakhapatnam,year,month,day_of_week
-0.895421774,-3.694241941,0.45939995,-0.709986976,-0.164129076,-2.049856628,1.895167076,-1.085964391,-1.395934527,-1.376716996,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,2
-0.909425063,-3.704378911,0.459055527,-0.797850722,-0.123988602,-1.529446572,-0.976493805,-1.035733474,-1.087402277,-0.897107594,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,3
-1.167353303,-3.74575436,0.071787063,-1.002741619,-0.141516677,-1.317909951,-1.023992656,-1.304232573,-1.037152827,-0.911121188,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,4
-1.100905553,-3.704378911,-0.016369761,-1.061658687,-0.156013574,-1.291610534,-1.055010666,-1.662881944,-1.305750992,-1.169239223,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,5
-1.389501832,-3.890349805,0.191605484,-0.964219939,-0.057391467,-2.124159996,0.821393659,-1.626762255,-1.664532692,-1.102742577,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,6
-1.049702301,-3.81045557,0.151969732,-0.964219939,-0.103537263,-1.723874736,-0.994012234,-1.489891643,-1.628399677,-1.391551219,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,0
-1.094166206,-3.654482989,0.039687118,-0.983406698,-0.058906744,-1.043201941,-1.080621867,-1.111681075,-1.491478564,-1.051501648,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,1
-1.458952989,-3.777693684,0.088931622,-1.041865226,-0.072614379,-1.47053865,-1.061345187,-1.59143647,-1.11312845,-1.095998271,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,2
-0.987949728,-3.644734413,0.05146205,-0.815799615,-0.21377764,-1.769444844,0.455625453,-1.164382797,-1.593060858,-1.461053481,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,3
-0.999274726,-3.832775141,0.273941128,-0.780029581,-0.906953422,-2.154129932,-0.89369673,-1.035733474,-1.165849617,-0.989703635,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,4
-1.314466864,-3.788520838,0.353122947,-0.852088074,-0.841278445,-1.935847874,-0.888439642,-1.275272177,-1.037152827,-1.001036966,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,5
-1.650256949,-3.844083509,0.201951948,-1.041865226,-0.901591035,-1.64139635,0.657973187,-1.737651634,-1.27677991,-1.316461037,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,6
-1.399862589,-3.569323722,0.296325399,-0.870431452,-0.710982524,-1.406238299,-0.965002224,-1.699832042,-1.73932997,-1.652498211,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,0
-0.879227034,-3.515561514,0.400427209,-0.675686989,-0.628589186,-2.886395666,1.701124734,-1.035733474,-1.701496424,-1.4019196,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,1
-0.903858795,-3.463979465,0.367367248,-0.762334384,-0.617499391,-4.08424938,-0.369779274,-0.763434709,-1.037152827,-0.880900938,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,2
-1.616232316,-3.625458546,0.082294135,-1.022227008,-0.660089278,-4.027121704,0.178049366,-1.45742067,-0.764753592,-0.905550824,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,3
-2.054175405,-3.597081542,-0.429684362,-1.142435365,-0.680698547,-3.083303445,-1.100322243,-2.077279972,-1.45899561,-1.618448541,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,4
-1.756926223,-3.704378911,-0.240966474,-1.081609867,-0.542109951,-3.751429275,-1.1272816,-2.174719411,-2.07908362,-2.056713888,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,5
-2.425868836,-3.855493297,-0.157507217,-1.142435365,-0.4723713,-3.686910141,-1.113700567,-2.571487371,-2.17655901,-1.759245977,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,6
-2.115689251,-3.138657201,-0.151684781,-1.081609867,-0.396218627,-1.605555083,-0.580878541,-2.571487371,-2.573473364,-2.428680827,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,0
-1.986958831,-3.276324676,-0.306060946,-1.041865226,-0.428933615,-1.767792123,0.822948441,-2.637098869,-2.573473364,-2.118272999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,1
-2.754618002,-3.615929041,-0.376401397,-1.101721299,-0.430880692,-3.668107912,-1.036271355,-2.851718336,-2.63910907,-1.989447853,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,2
-2.440202124,-3.694241941,-0.296818662,-1.061658687,-0.364209923,-3.412206519,-1.011879889,-2.930136742,-2.853807724,-2.757671902,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,3
-2.937844712,-3.615929041,-0.62747505,-1.163043381,-0.396218627,-3.758043987,-1.1272816,-2.930136742,-2.932255064,-2.443024663,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,4
-3.526297349,-3.756311955,-0.224780001,-1.225905089,-0.272132105,-4.233285295,0.600125306,-2.930136742,-2.932255064,-2.941033439,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,5
-3.921963524,-3.832775141,-0.623990271,-1.225905089,-0.360489222,-3.3966684,0.488933065,-3.012578326,-2.932255064,-3.529919085,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,6
-2.912135784,-3.684185107,-0.238461615,-1.081609867,-0.318359066,-4.57613169,0.670950285,-2.930136742,-3.014727066,-3.925876409,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,0
-3.186026866,-3.777693684,-0.277903249,-1.061658687,-0.362348406,-4.57613169,0.540416438,-2.930136742,-2.932255064,-2.915305593,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,1
-3.354512526,-3.788520838,-0.399863242,-1.163043381,-0.314751525,-4.57613169,1.059785046,-2.930136742,-2.932255064,-3.189398216,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,2
-3.036644862,-3.654482989,-0.458019565,-1.101721299,-0.432830329,-3.520339567,1.418232507,-2.930136742,-2.932255064,-3.358007855,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,4,3
-2.58238657,-3.606470388,-0.206377585,-0.983406698,-0.458411695,-3.487033821,-0.862606988,-2.851718336,-2.932255064,-3.03990629,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,4
-2.567364958,-3.724898435,-0.302751737,-1.022227008,-0.460397896,-4.724410489,0.851235862,-2.851718336,-2.853807724,-2.585313735,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,5
-2.912135784,-3.890349805,-0.452748059,-1.204775345,-0.468369412,-4.764009765,1.221414647,-2.930136742,-2.853807724,-2.570281069,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,6
-2.68545308,-3.73528366,-0.367286595,-1.121995579,-0.36980854,-4.368853714,1.478525768,-2.930136742,-2.932255064,-2.915305593,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,0
-2.434281307,-3.704378911,-0.180495891,-1.041865226,-0.249548094,-4.698606502,0.443846952,-2.930136742,-2.932255064,-2.688456085,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,1
-3.024707485,-3.366695174,-0.401300418,-1.101721299,-0.291514062,-2.941553288,0.013990709,-2.851718336,-2.932255064,-2.437099489,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,2
-3.342697351,-3.777693684,-0.134389455,-1.041865226,-0.175565926,-4.611787039,0.889540141,-2.851718336,-2.853807724,-3.02796013,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,3
-2.219063621,-3.480942155,0.022800311,-0.945179088,-0.100415791,-3.002828198,1.470264593,-2.851718336,-2.853807724,-3.346183986,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,4
-2.099876022,-3.615929041,0.270708101,-0.852088074,-0.086449924,-4.552845281,-0.748025967,-2.571487371,-2.853807724,-2.221723437,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,5
-2.042209531,-3.878624533,0.449370266,-0.964219939,-0.084906251,-4.777456648,-0.832559558,-2.571487371,-2.573473364,-2.102448134,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,6
-1.460162222,-3.320707651,0.344416324,-0.815799615,-0.045324678,-1.774414482,1.005706186,-1.985411626,-2.573473364,-2.044739209,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,0
-1.387592072,-3.524365583,0.350857898,-0.762334384,-0.039327911,-4.623872195,-0.730276258,-1.556870439,-1.987181377,-1.462263603,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,1
-1.579526918,-3.390327734,-0.038828855,-0.852088074,-0.116089283,-3.417423583,0.332923113,-1.556870439,-1.558482073,-1.389640053,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,2
-1.77012212,-3.351180555,0.086565415,-0.945179088,-0.014108818,-1.835435514,0.654230672,-2.077279972,-1.558482073,-1.581716134,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,3
-2.065612509,-3.606470388,0.063119573,-0.964219939,-0.017053603,-4.791030992,0.85499092,-2.174719411,-2.07908362,-1.772451584,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,4
-2.615855193,-3.664306844,0.027792389,-1.041865226,0.001983776,-4.791030992,1.143966715,-2.776948645,-2.17655901,-2.068159408,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,5
-2.176736853,-3.844083509,0.183785102,-1.121995579,0.093668145,-4.804735236,1.143966715,-2.851718336,-2.779010446,-2.618806985,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,6
-1.748368968,-3.422536617,0.312446338,-0.833878104,0.122117323,-2.54748776,1.970139397,-2.447791083,-2.853807724,-2.179365523,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,0
-1.787579913,-3.489509076,0.154654332,-0.870431452,0.093668145,-3.758043987,1.055600766,-2.125261401,-2.449731436,-1.750682425,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,1
-2.865680625,-3.463979465,-0.242848647,-0.964219939,0.089559047,-4.338703494,0.067879682,-2.571487371,-2.127082752,-1.789922223,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,2
-2.450414338,-3.615929041,-0.55639094,-1.163043381,0.128811233,-2.919234667,-1.191079109,-2.851718336,-2.573473364,-2.86881625,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,3
-2.100531135,-3.597081542,-0.722875511,-1.081609867,0.10457039,-3.818992868,-1.134150071,-2.705503171,-2.853807724,-2.453244391,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,4
-1.952541169,-3.684185107,-0.34172677,-1.081609867,0.22950308,-4.507378524,1.67388933,-2.705503171,-2.707538611,-2.103103729,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,5
-2.103154848,-3.878624533,-0.366588391,-1.204775345,0.267696846,-4.117946995,1.199742388,-2.389338878,-2.707538611,-1.955004865,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,6
-2.416676665,-3.674207151,-0.46104256,-1.204775345,0.261602721,-3.401829064,0.936596916,-2.851718336,-2.391257664,-2.105729372,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,0
-2.558062585,-3.542158642,-0.651272972,-1.142435365,0.255483444,-3.066842545,-1.162162696,-2.930136742,-2.853807724,-2.419481893,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,1
-3.855869066,-3.374524016,-0.300770698,-1.163043381,0.260380884,-2.338575159,-0.019174398,-2.776948645,-2.932255064,-2.560971851,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,2
-2.937844712,-3.606470388,-0.118474772,-1.101721299,0.350484615,-2.99892074,0.07685204,-2.776948645,-2.779010446,-3.859733316,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,3
-3.186026866,-3.498134078,-0.603296939,-1.101721299,0.273766026,-3.297178227,-0.005369246,-2.851718336,-2.779010446,-2.941033439,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,4
-3.278739799,-3.74575436,-0.58212391,-1.142435365,0.290628742,-4.552845281,1.73825111,-2.851718336,-2.853807724,-3.189398216,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,5
-3.245543927,-3.890349805,-0.587170577,-1.247214663,0.314390445,-4.724410489,1.73825111,-2.930136742,-2.853807724,-3.282179371,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,5,6
-3.008957196,-3.398303829,-0.589702103,-1.142435365,0.34356688,-2.74892016,1.094870976,-2.930136742,-2.932255064,-3.248959073,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,6,0
-3.082742478,-3.74575436,-0.553111435,-1.101721299,0.377837248,-2.74892016,1.094870976,-2.851718336,-2.932255064,-3.01219825,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,6,1
-3.433103866,-3.664306844,-0.462556994,-1.101721299,0.390207197,-2.964225253,1.879294009,-2.851718336,-2.853807724,-3.086037827,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,6,2
-3.795295013,-3.73528366,-0.34514832,-1.204775345,0.43107373,-2.949070799,0.073273867,-2.930136742,-2.853807724,-3.436657026,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020,6,3
